"Theta [deg]","dB(GainTotal) [] - Freq='0.1375GHz' Phi='0deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='5deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='10deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='15deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='20deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='25deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='30deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='35deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='40deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='45deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='50deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='55deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='60deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='65deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='70deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='75deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='80deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='85deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='90deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='95deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='100deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='105deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='110deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='115deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='120deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='125deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='130deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='135deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='140deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='145deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='150deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='155deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='160deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='165deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='170deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='175deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='180deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='185deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='190deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='195deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='200deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='205deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='210deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='215deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='220deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='225deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='230deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='235deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='240deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='245deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='250deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='255deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='260deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='265deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='270deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='275deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='280deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='285deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='290deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='295deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='300deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='305deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='310deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='315deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='320deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='325deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='330deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='335deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='340deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='345deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='350deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='355deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='360deg'"
-180,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912477,-4.70558264912476,-4.70558264912478,-4.70558264912476,-4.70558264912476,-4.70558264912477,-4.70558264912475,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912477,-4.70558264912476,-4.70558264912477,-4.70558264912476,-4.70558264912477,-4.70558264912476,-4.70558264912477,-4.70558264912476,-4.70558264912477,-4.70558264912477,-4.70558264912476,-4.70558264912476,-4.70558264912477,-4.70558264912477,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912477,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912475,-4.70558264912477,-4.70558264912477,-4.70558264912477,-4.70558264912476,-4.70558264912475,-4.70558264912477,-4.70558264912476,-4.70558264912477,-4.70558264912476,-4.70558264912476,-4.70558264912477,-4.70558264912476,-4.70558264912477,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912477,-4.70558264912476,-4.70558264912477,-4.70558264912477,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912475,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912476,-4.70558264912476
-179,-4.89255138727748,-4.88708157297554,-4.8795355128792,-4.87005054835411,-4.85881999514487,-4.84608726748321,-4.83213841974076,-4.81729343368449,-4.80189661513776,-4.78630647505316,-4.77088545886881,-4.75598985874642,-4.74196020127042,-4.72911235418444,-4.71772954512869,-4.70805543756975,-4.70028836735752,-4.69457680940415,-4.69101611832058,-4.68964656878011,-4.69045270929913,-4.6933640347742,-4.69825697585268,-4.70495819427742,-4.71324916011594,-4.72287196704104,-4.73353631403186,-4.74492754541943,-4.75671559671243,-4.76856464309173,-4.78014319428519,-4.79113432847889,-4.80124571471651,-4.81021904400739,-4.81783847981934,-4.82393775319207,-4.82840556861723,-4.83118905353723,-4.8322950731942,-4.83178933715024,-4.82979333552116,-4.82647925222907,-4.82206310009579,-4.81679640062613,-4.8109567846459,-4.80483791636837,-4.79873914381607,-4.79295525625635,-4.78776668967204,-4.78343047043119,-4.78017213138213,-4.77817877899835,-4.77759343910065,-4.77851076478068,-4.78097415461865,-4.7849743019349,-4.79044917533329,-4.79728541506838,-4.80532111619868,-4.81434995532202,-4.82412660033456,-4.83437331999597,-4.84478768077489,-4.85505118219487,-4.86483863966726,-4.87382807793446,-4.88171085245263,-4.88820167513002,-4.89304819027378,-4.89603973183773,-4.89701489873778,-4.89586761408236,-4.89255138727748
-178,-5.39045117990382,-5.37631598430935,-5.35401066756608,-5.32410167774149,-5.28740382480895,-5.24494312633754,-5.19791182005882,-5.14761909439536,-5.09544097268424,-5.0427722911953,-4.99098297769668,-4.94138001902202,-4.89517573280814,-4.8534623191075,-4.81719220599807,-4.7871634259732,-4.76400914753093,-4.74819050659907,-4.73999199967985,-4.73951888260502,-4.74669623955147,-4.76126962697893,-4.78280744177807,-4.81070539956163,-4.84419372381801,-4.88234782120446,-4.92410332741296,-4.96827641937302,-5.01359016595206,-5.05870739551461,-5.10227007213939,-5.14294449709241,-5.17947083310084,-5.21071458010659,-5.23571685260442,-5.25373978674896,-5.26430329631074,-5.26720980066573,-5.26255446969371,-5.2507198600059,-5.23235534581516,-5.20834321650774,-5.17975447658011,-5.14779807205876,-5.11376742088196,-5.07898779359479,-5.04476740693853,-5.0123542250116,-4.98289957254895,-4.95742887761661,-4.93681925201298,-4.92178321454775,-4.91285765624463,-4.91039710636637,-4.91457044396747,-4.9253603719192,-4.94256519530373,-4.96580269735096,-4.99451616335051,-5.02798284885945,-5.06532540490122,-5.10552693734703,-5.14745046173732,-5.18986348438193,-5.23146826050418,-5.27093792277561,-5.30695813085673,-5.33827318977124,-5.36373479106589,-5.38235076015646,-5.39333059366272,-5.3961242946657,-5.39045117990382
-177,-6.20398723451033,-6.17688830139754,-6.13044335710322,-6.0662318728476,-5.98650966952187,-5.8940520015717,-5.79197711606494,-5.68357141351314,-5.5721328331511,-5.46084271481064,-5.35267002928432,-5.25030678993133,-5.15613017877488,-5.07218536368249,-5.00018274795643,-4.94150399347496,-4.89721217014604,-4.86806250686431,-4.85451127492051,-4.85672124505223,-4.87456291414132,-4.90761133152867,-4.95513892967694,-5.01610535529578,-5.08914598226863,-5.1725616280255,-5.26431301007531,-5.36202461234859,-5.46300370790325,-5.56428098141621,-5.66267903687633,-5.7549135047678,-5.83772800694812,-5.9080587856015,-5.96321791465814,-6.00107709616894,-6.02022918944285,-6.02010396082644,-6.00101929736975,-5.96415879193125,-5.91147883049001,-5.84555970825646,-5.76942281980666,-5.68633808101736,-5.5996428165196,-5.51258715194035,-5.42821370055952,-5.34927285356084,-5.27817029426557,-5.21694069727246,-5.16724065363665,-5.13035416389833,-5.10720503431959,-5.09837177853444,-5.10410188997567,-5.12432346431089,-5.15865307299879,-5.20639954890834,-5.2665640183315,-5.33783719739231,-5.41859575743505,-5.50690051284875,-5.60050028752839,-5.6968464584015,-5.79312410251171,-5.88630598450337,-5.97323480100133,-6.05073664817831,-6.11576433421894,-6.16556317116041,-6.19784524389885,-6.21095258705134,-6.20398723451033
-176,-7.3381104220569,-7.29177952881402,-7.20767405384186,-7.08970533269961,-6.94332131808583,-6.77493980747926,-6.59137852588571,-6.39937009180843,-6.20520775278611,-6.01452842602434,-5.83221345428823,-5.66237603148763,-5.50840366093813,-5.37302924442185,-5.2584114887224,-5.16621195130057,-5.09766127690685,-5.05361085924467,-5.03456851309694,-5.04071807249818,-5.07192342679757,-5.12771761147559,-5.20727740747639,-5.30938371702196,-5.43236808354239,-5.57404650471472,-5.7316436282637,-5.90171401302649,-6.08007272259344,-6.26175495882482,-6.44103261954581,-6.61152188845319,-6.76641566951508,-6.89886215817469,-7.00248190516949,-7.07197224989727,-7.10370202898773,-7.09617211760581,-7.05022894433503,-6.96897326724755,-6.85738620220059,-6.72176484980581,-6.56909279488384,-6.40645990075475,-6.24060583593395,-6.07761497310769,-5.92275349769018,-5.78041905547121,-5.65416719294505,-5.54678194760017,-5.46036515949595,-5.39642697901389,-5.35596688532714,-5.33953968683709,-5.34730442836586,-5.37905611157749,-5.43424096272861,-5.51195600919315,-5.61093334390427,-5.72950910499599,-5.86557737010033,-6.01653039167318,-6.17918939668201,-6.34973492294257,-6.52365238611018,-6.69571654730644,-6.86004582338524,-7.01026034767005,-7.13977133231309,-7.24220882717342,-7.31195938758131,-7.34474141513958,-7.3381104220569
-175,-8.78888107215228,-8.71380082774966,-8.57151281906826,-8.37135578071828,-8.12574328266788,-7.84831745156283,-7.55238993520121,-7.24991310231197,-6.95098576964055,-6.66376397090479,-6.39461685713848,-6.14839571524445,-5.92872878472564,-5.73829366792861,-5.57904594260381,-5.45239822976728,-5.35935188569128,-5.300586831819,-5.27651594042231,-5.28731002598118,-5.33289836157922,-5.41294789401465,-5.52682199270805,-5.67351671088413,-5.85156944241389,-6.05893215888681,-6.29280026891677,-6.54939043277151,-6.82366914818458,-7.10905215509666,-7.39712613379099,-7.67748925550225,-7.93785728521107,-8.16461102035713,-8.3439220855817,-8.46343922453008,-8.51425076013177,-8.49257702138729,-8.40059047461223,-8.24603345530418,-8.04078244051747,-7.79889121735675,-7.53471682340848,-7.26152900071519,-6.99072050531329,-6.7315318172285,-6.49112286094502,-6.27483075871909,-6.08649553652058,-5.92878144047795,-5.80345656557262,-5.71161627427446,-5.65384922264115,-5.63035192534411,-5.64100092715089,-5.68539206780996,-5.76285469645411,-5.87244547087592,-6.01292207398449,-6.18269247429497,-6.3797311569799,-6.60145124496529,-6.84452218540463,-7.10462880115688,-7.3761817371272,-7.65201469300335,-7.92314201720466,-8.17869747891486,-8.40621509096339,-8.59241072542904,-8.72453148149175,-8.79213324083064,-8.78888107215228
-174,-10.5193112041398,-10.4013695130664,-10.1704056471001,-9.84826748904603,-9.46187600883692,-9.03789173714875,-8.59934212114358,-8.16433732161289,-7.74619993992947,-7.35425968153608,-6.99480715808602,-6.67195698318946,-6.38833626557402,-6.1455961327713,-5.944773672631,-5.78653663749995,-5.67133915960197,-5.59951095953391,-5.57129770926802,-5.58686664254071,-5.64628855866528,-5.74950415011966,-5.89627824622206,-6.08613942733649,-6.31829414991302,-6.59149414826123,-6.90382435519604,-7.25236812785699,-7.63270171990252,-8.03817966720833,-8.45901394530711,-8.8812502776708,-9.28593712644237,-9.64906529055765,-9.94310076278933,-10.1407891117572,-10.2209457838467,-10.1743089215489,-10.0065386921555,-9.73659432314156,-9.39145456404237,-8.99998916958869,-8.58837246969522,-8.17781300691779,-7.78413784454913,-7.41840809138114,-7.08791038886482,-6.79715473766249,-6.54872246056148,-6.3439241032429,-6.18327705278108,-6.06682947224089,-5.99436099814843,-5.96549063993445,-5.97972105808092,-6.03644562178988,-6.13493945731276,-6.27434761830156,-6.45367278067953,-6.67175232932328,-6.92720157655359,-7.21828756936397,-7.54268824523064,-7.89708720430019,-8.27656011294771,-8.67373519860797,-9.07777724192546,-9.47338123449395,-9.84018958568719,-10.1533189191351,-10.3857836155526,-10.5131302185581,-10.5193112041398
-173,-12.3990025193606,-12.2211168132385,-11.8642749459053,-11.3765692961071,-10.8111763761811,-10.2138027104135,-9.6180623466785,-9.04618985118341,-8.51175763479197,-8.02246160911498,-7.58229466406678,-7.1930512753158,-6.85530774767423,-6.56903959866852,-6.33399947768721,-6.14993722765833,-6.01671313978252,-5.93433711888105,-5.90295714037207,-5.92281627530443,-5.99419558010492,-6.1173579909026,-6.29250424283202,-6.51974413451854,-6.79907361117255,-7.13032887672494,-7.51306253672947,-7.94625412503272,-8.42773003851834,-8.953130855031,-9.51424438232394,-10.0965754971638,-10.6762899421683,-11.2174074357034,-11.6715173195014,-11.9836474318291,-12.1065453341177,-12.0188356070189,-11.7350538422865,-11.2991931302515,-10.767270240673,-10.1913657239642,-9.61174273058765,-9.05588758941502,-8.5408212184685,-8.07608048489813,-7.66627111383375,-7.312958602567,-7.01598225837856,-6.77433452821024,-6.58672116057837,-6.45188281521114,-6.36873751447204,-6.3363958643101,-6.3541002632422,-6.42113801914175,-6.536771606506,-6.70021562260994,-6.91067018959035,-7.1673966666269,-7.46979588740652,-7.81742369493662,-8.20985444174578,-8.64628013010957,-9.12471003234459,-9.64061650623753,-10.1848815914785,-10.7410159989326,-11.2820309304425,-11.7683054172184,-12.1492641904465,-12.3722935149669,-12.3990025193606
-172,-14.0875553893777,-13.8451604095326,-13.3491123315545,-12.6879874876974,-11.948741718378,-11.1955602610077,-10.4681918554996,-9.78829991596998,-9.16627097349734,-8.60612954233894,-8.10858070407376,-7.67276259091855,-7.29722441276937,-6.98046602775673,-6.72122923215825,-6.51863928903541,-6.37224627899188,-6.28199437747227,-6.24814069496676,-6.27114536015459,-6.351556190192,-6.48991218818696,-6.68668873897865,-6.942301566467,-7.25717268539496,-7.6318354793591,-8.0670147012107,-8.56356030401269,-9.1220420331601,-9.74172050419231,-10.4184905673026,-11.1412595557929,-11.8862387456038,-12.6093998200892,-13.2402442471446,-13.6858815885774,-13.8572538548099,-13.7129889297965,-13.2854893952724,-12.6609467384279,-11.935475990371,-11.185343312738,-10.4601336136531,-9.78785219542489,-9.18217887823224,-8.64817361185037,-8.18604204919921,-7.79349157798377,-7.46720584719015,-7.20377034756382,-7.00022065081571,-6.85429732318865,-6.76446347306205,-6.72974745045458,-6.74949016056336,-6.82308577234236,-6.94979758632271,-7.12870739525857,-7.35882151796608,-7.63931523417948,-7.96985408451421,-8.35088940495362,-8.78378983595317,-9.27063971934129,-9.81349904819739,-10.4128562195229,-11.0648956661222,-11.7570918612706,-12.4618029334086,-13.1287947949332,-13.6813771840214,-14.0265208609004,-14.0875553893777
-171,-14.990120054567,-14.7255869377765,-14.1674673365247,-13.4292763604017,-12.6161225039948,-11.7997682057874,-11.0208291879367,-10.2991888988698,-9.64299940144783,-9.05440302257265,-8.53272643551531,-8.07616318652494,-7.6826507163638,-7.35033742338613,-7.07783139757881,-6.86431217255497,-6.70953890196417,-6.61377521358228,-6.57765258131351,-6.60199849234443,-6.68765851171666,-6.83534307791063,-7.04553212813627,-7.31847194192535,-7.65429150146608,-8.05323809691671,-8.51597346294648,-9.04378203296045,-9.63843262006435,-10.301310884042,-11.0312818018782,-11.8205100396604,-12.6472479160045,-13.4650968403591,-14.1917181302913,-14.7095306253209,-14.8998682597295,-14.708964524268,-14.186901306966,-13.4518975536514,-12.6243136993364,-11.7908073031154,-11.0022718271632,-10.2842409324141,-9.64693929957097,-9.09200594136512,-8.6165378725627,-8.21554120697602,-7.88350739607844,-7.6154569137153,-7.40756634889471,-7.25740481866436,-7.16380987032493,-7.12648493748873,-7.14545482449381,-7.22054039771858,-7.35099855220486,-7.53542747832425,-7.77197519194469,-8.05882122329659,-8.39483168179476,-8.78022240355281,-9.21701512412485,-9.70904755851741,-10.2612899655472,-10.8781837583229,-11.5605840209301,-12.3006328976589,-13.0737400265239,-13.8278102609107,-14.4744270701565,-14.89650672804,-14.990120054567
