"Theta [deg]","dB(GainTotal) [] - Freq='0.1375GHz' Phi='0deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='5deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='10deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='15deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='20deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='25deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='30deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='35deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='40deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='45deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='50deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='55deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='60deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='65deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='70deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='75deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='80deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='85deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='90deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='95deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='100deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='105deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='110deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='115deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='120deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='125deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='130deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='135deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='140deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='145deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='150deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='155deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='160deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='165deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='170deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='175deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='180deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='185deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='190deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='195deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='200deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='205deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='210deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='215deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='220deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='225deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='230deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='235deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='240deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='245deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='250deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='255deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='260deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='265deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='270deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='275deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='280deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='285deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='290deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='295deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='300deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='305deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='310deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='315deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='320deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='325deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='330deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='335deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='340deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='345deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='350deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='355deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='360deg'"
-180,-3.18909220969195,-3.18909220969196,-3.18909220969195,-3.18909220969195,-3.18909220969194,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969196,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969196,-3.18909220969195,-3.18909220969196,-3.18909220969196,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969196,-3.18909220969196,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969196,-3.18909220969196,-3.18909220969195,-3.18909220969196,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969196,-3.18909220969195,-3.18909220969196,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969196,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195,-3.18909220969195
-179,-3.45263834109149,-3.45388383348623,-3.4522355612951,-3.44781406009018,-3.44082677959369,-3.43155962434743,-3.4203657467362,-3.40765220360743,-3.39386516023232,-3.37947434061015,-3.36495738682694,-3.35078471335908,-3.33740533887446,-3.32523406287973,-3.31464024078829,-3.30593830921917,-3.29938013074829,-3.29514916756968,-3.29335645702822,-3.2940383465411,-3.29715594679545,-3.30259627464982,-3.3101750743977,-3.31964132116898,-3.33068341661997,-3.3429370787642,-3.35599490016507,-3.36941749900764,-3.38274611560454,-3.39551641562394,-3.40727315717012,-3.4175852716135,-3.42606081032797,-3.43236113528598,-3.43621369439919,-3.43742273349256,-3.4358773618582,-3.43155650681463,-3.42453045664378,-3.41495888604822,-3.40308546448556,-3.38922934421703,-3.37377399199933,-3.35715395091312,-3.33984018827076,-3.32232470057837,-3.30510501254284,-3.28866913457678,-3.27348144551744,-3.25996985831484,-3.24851451896647,-3.23943819308782,-3.23299841705134,-3.22938143505304,-3.22869791014079,-3.23098038395592,-3.23618246252938,-3.24417971839204,-3.25477231612642,-3.26768938257328,-3.28259514761115,-3.29909687079153,-3.3167545384083,-3.33509226197347,-3.35361123232542,-3.37180398669306,-3.3891696355824,-3.40522958253388,-3.41954316576526,-3.43172257123099,-3.44144632608552,-3.44847069154054,-3.45263834109149
-178,-4.24053618738266,-4.23915352558941,-4.22528442665968,-4.19963421748312,-4.16334832314186,-4.11794113525664,-4.06520800490637,-4.00712945263832,-3.9457761783158,-3.8832218149943,-3.82146813200053,-3.76238506823461,-3.70766594992179,-3.65879672440731,-3.61703707342534,-3.58341080033355,-3.55870281016193,-3.54346020471907,-3.5379953995832,-3.54238966356611,-3.55649603721473,-3.57994117709954,-3.61212627997965,-3.6522278510941,-3.69919967426265,-3.75177788582574,-3.80849149767893,-3.86768098037477,-3.92752750527468,-3.98609504119691,-4.04138660284186,-4.09141450355451,-4.13428252430948,-4.16827567405059,-4.19195104922864,-4.20422169219141,-4.20442480014826,-4.19236649749985,-4.16833769298617,-4.1330989527121,-4.08783616047436,-4.03409220595293,-3.97368235286908,-3.90860192055244,-3.8409344758232,-3.77276720766787,-3.70611803808438,-3.64287679983202,-3.5847608581285,-3.53328407664098,-3.48973708570341,-3.45517635494288,-3.43041950283525,-3.41604448022461,-3.41239064587783,-3.41956023720671,-3.43741928164515,-3.46559756759665,-3.50348788474846,-3.55024534199937,-3.60478816198741,-3.66580190445651,-3.73174953386137,-3.80089003847219,-3.87130831923911,-3.94095866997534,-4.00772324881175,-4.06948543144567,-4.12421588762854,-4.1700668447302,-4.20546768862668,-4.22921333125033,-4.24053618738266
-177,-5.58844479009265,-5.57788936411489,-5.53478711659529,-5.4617258936557,-5.36271063939064,-5.24275914876396,-5.10745580043343,-4.9625332897378,-4.81352990812634,-4.66554342232528,-4.52308071294601,-4.38998875964792,-4.26944693494701,-4.16400049523713,-4.07561798904363,-4.00575905196992,-3.95544259019621,-3.92530821369609,-3.9156659253563,-3.92653065627281,-3.95763946848393,-4.00845031767801,-4.0781223398167,-4.16547883347484,-4.26895558811522,-4.38653910422551,-4.51570171229251,-4.65334371320044,-4.79575633286103,-4.93862301341969,-5.07707922112346,-5.20585063021246,-5.31948377955119,-5.41266996225491,-5.48064205031281,-5.51959886485233,-5.5270907091765,-5.50229306139891,-5.44611028105345,-5.36108596107269,-5.25113987035697,-5.12118734647093,-4.97671355509957,-4.82336992378176,-4.6666399071107,-4.51159628095928,-4.36275078020603,-4.22398309015584,-4.09853004087279,-3.98901528001271,-3.89750222888138,-3.82555678824158,-3.77430985785719,-3.74451272440095,-3.73658063623837,-3.75062151868873,-3.78644797181663,-3.84357163322771,-3.92117987336512,-4.01809580950201,-4.13272397257999,-4.26298584250493,-4.40625207193388,-4.55928164952222,-4.718182386866,-4.8784113761166,-5.03483717825248,-5.18188533251987,-5.31378259015971,-5.42490073086149,-5.51017782434157,-5.56556755167478,-5.58844479009265
-176,-7.52291564624342,-7.48985110749102,-7.38578255519006,-7.21933403069482,-7.00287339471576,-6.75055443688031,-6.47655716284039,-6.19384324691156,-5.91348037883691,-5.64442493568662,-5.39360196291853,-5.16614145407044,-4.96567399254527,-4.79462984354011,-4.65451420938309,-4.54614781317023,-4.4698697006511,-4.42570170092,-4.41347402113609,-4.43291066308961,-4.4836726615368,-4.56535691359493,-4.67744857542179,-4.81922544209962,-4.98961323244593,-5.18699140041563,-5.40895068759771,-5.65200765245212,-5.91129040096276,-6.18022704641666,-6.45029700568231,-6.710944450644,-6.9497927773675,-7.15331186048906,-7.30803295842558,-7.40224316955602,-7.42784405455998,-7.3818488511427,-7.26699444204828,-7.0912328421907,-6.86630014402562,-6.60587108471836,-6.32383434097827,-6.03302574026503,-5.74450683194901,-5.46730428253296,-5.20846074968405,-4.97325675270526,-4.76550174864398,-4.58783260924155,-4.4419875064252,-4.3290415979575,-4.24960055127244,-4.2039520760479,-4.19217675551454,-4.21421916592792,-4.26991942713955,-4.35900434046629,-4.48103629637118,-4.6353172515818,-4.82074444820976,-5.03561460919888,-5.27737502178354,-5.54232490363272,-5.8252814058715,-6.11924503105063,-6.41513212942504,-6.7016863009603,-6.96572365855718,-7.192877700094,-7.3689392384966,-7.48169776701719,-7.52291564624342
-175,-9.89944430117789,-9.81701730963232,-9.59841202576294,-9.27002412395081,-8.86518224927843,-8.4168685040241,-7.95327083652033,-7.49622718703283,-7.06149436336089,-6.65978405727095,-6.29792481377481,-5.97987678361639,-5.70753555819472,-5.4813494001393,-5.30079708811973,-5.16476887534466,-5.07187955753005,-5.02072840588836,-5.01010894278153,-5.03916355824462,-5.10747424906672,-5.21508093550158,-5.36242152037787,-5.55019091472295,-5.77911719293299,-6.04964986785882,-6.36154720160232,-6.71333760200011,-7.10161872683156,-7.52015705740323,-7.95878171660491,-8.40216779940484,-8.82882823052728,-9.21099808507908,-9.51645588577246,-9.71320552763549,-9.77669236697772,-9.69699878143558,-9.48216888625008,-9.15557398671872,-8.74900247685316,-8.29529030091933,-7.82329505107859,-7.35576941431038,-6.90929014398315,-6.49517740240897,-6.12067545827178,-5.79004199525191,-5.5054333454121,-5.26758583609555,-5.07633109370248,-4.93098627077758,-4.83065119754508,-4.77443352813315,-4.76161378081192,-4.79175561313426,-4.86476240159548,-4.98087842141161,-5.14063067447516,-5.34470467509172,-5.5937433156834,-5.88805154575628,-6.22718076876549,-6.60935664102578,-7.03070653350322,-7.48424952815169,-7.95865736651942,-8.43692432696369,-8.89535407903196,-9.30368600378365,-9.62752898008328,-9.83395211006352,-9.89944430117789
-174,-11.8588556953924,-11.7046909820819,-11.3567270609173,-10.8674451726208,-10.2940555611686,-9.68571549152301,-9.07917347444011,-8.49961317314492,-7.9632448472535,-7.47983748609366,-7.05464772134544,-6.68976173150788,-6.38501721862113,-6.13866674807227,-5.94790015184814,-5.80930095264589,-5.71927630266138,-5.67446997779981,-5.6721428551879,-5.71048756151833,-5.78883769534281,-5.90773938738172,-6.06887127656746,-6.27482037943598,-6.52873576357921,-6.83388149449105,-7.19309189855484,-7.60809696199262,-8.07863705627295,-8.60123024227563,-9.16741063677634,-9.76128212379425,-10.3564829943429,-10.913425871727,-11.3791986437761,-11.6940548109088,-11.8069859784787,-11.6953551800192,-11.37535481293,-10.8944225728364,-10.3122125451846,-9.68377186779428,-9.0515980490881,-8.44490629900125,-7.88210836100261,-7.37382705939562,-6.92539112642529,-6.5386359563849,-6.21314371214346,-5.94710185541891,-5.73792162843198,-5.58270877104168,-5.47863877399265,-5.42326117236939,-5.41473994285527,-5.4520275909635,-5.53496681782345,-5.66431356364955,-5.84167633655145,-6.06936646570893,-6.35014973012047,-6.68687939999511,-7.08197198256862,-7.53665805060269,-8.0499012817605,-8.61683664287703,-9.22656553468335,-9.85925644565927,-10.4829465611956,-11.0515267905287,-11.5070667901521,-11.7902704041988,-11.8588556953924
-173,-11.9326398625156,-11.767031419514,-11.4490993188609,-11.0174820250052,-10.5120668026461,-9.96858793107766,-9.4168404209229,-8.88062312023965,-8.37818356405956,-7.92273368934121,-7.52297869546175,-7.18367386292826,-6.90620687312367,-6.6891958542788,-6.52910803916504,-6.42092153091357,-6.35885375279823,-6.33715487449612,-6.35091646709782,-6.39679348714465,-6.4735100623235,-6.58203977011415,-6.72541863910945,-6.90823414416793,-7.13589369506799,-7.41378388609654,-7.74638882859128,-8.13636602707924,-8.58350945764869,-9.08348365086704,-9.62621249705266,-10.1939000583529,-10.7589511121886,-11.282692264807,-11.7167569469747,-12.0095637130375,-12.1186734312153,-12.0248974883559,-11.7396782133524,-11.3003402990437,-10.756929112201,-10.1591615025389,-9.54871748322868,-8.95686784710968,-8.40517257587999,-7.90727661778335,-7.47077299803149,-7.09877815620515,-6.79118236189003,-6.54564334503111,-6.35840345066823,-6.22499050393566,-6.14083505079578,-6.10181112271414,-6.10468828516854,-6.1474719045689,-6.22960728682639,-6.35203014170621,-6.51705625740265,-6.72811088469053,-6.98929707292537,-7.30478877036861,-7.67800948850799,-8.110525758875,-8.60055894043883,-9.14102903120011,-9.71715695153056,-10.3039892335331,-10.8649024137504,-11.3530740269026,-11.7181627391671,-11.9182911965323,-11.9326398625156
-172,-10.6606851523621,-10.5401998340344,-10.3512740750215,-10.1049383241712,-9.80962263071002,-9.47426545922576,-9.1109988619931,-8.73568191277443,-8.36627895480643,-8.02025830180165,-7.7122655238135,-7.45270588654643,-7.24724780348827,-7.09697783428136,-6.99895298408255,-6.94703019086968,-6.93296513283984,-6.94779013649684,-6.98338837363718,-7.0340231254788,-7.09746057969671,-7.17535552316646,-7.27277851875596,-7.39704273288735,-7.5561710050104,-7.75734004464306,-8.00549592463002,-8.3021733989208,-8.64447106024457,-9.02417516792274,-9.42717487172675,-9.83350961219055,-10.2185032038963,-10.5552668714098,-10.8182718615859,-10.9869552024653,-11.0481154564105,-10.9966218074297,-10.8350825023976,-10.5733998545613,-10.2283315661898,-9.82236824781031,-9.38142178929081,-8.9317064039068,-8.49677382334696,-8.09548704866445,-7.74115231736492,-7.44158925806469,-7.1997800090875,-7.01480065862298,-6.88285673989451,-6.79833591201631,-6.75483457307209,-6.74612055543186,-6.76697970051808,-6.81387886822444,-6.8853770866077,-6.9822366705453,-7.10722072532304,-7.26459527060845,-7.45936607240405,-7.69626720148422,-7.97849291816315,-8.30615542354935,-8.67450289659663,-9.07210705404668,-9.47958389149398,-9.86988863367148,-10.2114367966905,-10.4744591332284,-10.6386959749862,-10.6983037982944,-10.6606851523621
-171,-9.5030219035902,-9.4178039725666,-9.31712872523996,-9.20046053371307,-9.06090016904367,-8.89096337967289,-8.68839278503708,-8.45929010500647,-8.21742166709569,-7.98069519462825,-7.76691734415324,-7.59048952003647,-7.46057545022976,-7.38048614134038,-7.34785012022546,-7.35532766014041,-7.39187616149908,-7.44467035565402,-7.5016218791778,-7.55406555027112,-7.59882392931038,-7.63887358525861,-7.68234672419091,-7.74030227951229,-7.82409347992264,-7.94304177818448,-8.10272168028299,-8.30381883896429,-8.54143816531,-8.80489967369542,-9.07832526355153,-9.34245210317687,-9.57781664114653,-9.76861855897301,-9.90564171847004,-9.98656006173195,-10.0133181898753,-9.98817864351194,-9.91092821355365,-9.77900367165349,-9.59051450624704,-9.34835080345224,-9.06283214376326,-8.75128742777669,-8.43491393755315,-8.13466537131856,-7.86787863906223,-7.64640808349125,-7.47617384406973,-7.35767401443407,-7.2870323662224,-7.25730127549806,-7.25986296462663,-7.28582986920225,-7.32734755694905,-7.3786800305486,-7.4369433848001,-7.50237956212898,-7.57812966964691,-7.66954306907572,-7.78310133058346,-7.92503114704746,-8.09965690682404,-8.30755857382397,-8.54371759584067,-8.79610567875065,-9.04557459464076,-9.2681703357271,-9.44048080499777,-9.54678652586186,-9.58447877227546,-9.56402585468705,-9.5030219035902
