"Theta [deg]","dB(GainTotal) [] - Freq='0.1375GHz' Phi='0deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='5deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='10deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='15deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='20deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='25deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='30deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='35deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='40deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='45deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='50deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='55deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='60deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='65deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='70deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='75deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='80deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='85deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='90deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='95deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='100deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='105deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='110deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='115deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='120deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='125deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='130deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='135deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='140deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='145deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='150deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='155deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='160deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='165deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='170deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='175deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='180deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='185deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='190deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='195deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='200deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='205deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='210deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='215deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='220deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='225deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='230deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='235deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='240deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='245deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='250deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='255deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='260deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='265deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='270deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='275deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='280deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='285deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='290deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='295deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='300deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='305deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='310deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='315deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='320deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='325deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='330deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='335deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='340deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='345deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='350deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='355deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='360deg'"
-180,-6.83055929989758,-6.83055929989758,-6.83055929989759,-6.83055929989758,-6.83055929989759,-6.83055929989758,-6.83055929989758,-6.83055929989759,-6.83055929989758,-6.83055929989759,-6.83055929989759,-6.83055929989758,-6.83055929989759,-6.83055929989759,-6.83055929989759,-6.83055929989758,-6.83055929989758,-6.83055929989759,-6.83055929989757,-6.83055929989757,-6.83055929989759,-6.83055929989758,-6.83055929989758,-6.83055929989759,-6.83055929989759,-6.83055929989758,-6.83055929989758,-6.83055929989759,-6.83055929989758,-6.83055929989759,-6.83055929989759,-6.83055929989759,-6.83055929989757,-6.83055929989758,-6.83055929989759,-6.83055929989759,-6.83055929989759,-6.83055929989758,-6.83055929989759,-6.83055929989758,-6.83055929989759,-6.83055929989758,-6.83055929989759,-6.83055929989759,-6.83055929989758,-6.83055929989759,-6.83055929989759,-6.83055929989759,-6.83055929989759,-6.83055929989759,-6.83055929989759,-6.83055929989759,-6.83055929989758,-6.83055929989759,-6.83055929989758,-6.83055929989759,-6.83055929989759,-6.83055929989759,-6.83055929989758,-6.83055929989758,-6.83055929989759,-6.83055929989759,-6.83055929989758,-6.83055929989759,-6.83055929989758,-6.83055929989759,-6.83055929989759,-6.83055929989758,-6.83055929989757,-6.83055929989758,-6.83055929989758,-6.83055929989758,-6.83055929989758
-179,-7.01590015444206,-7.01594199051561,-7.01288637908338,-7.00684440586881,-6.99801887740408,-6.98669627760094,-6.97323590124726,-6.95805676193341,-6.94162293876902,-6.92442803837366,-6.90697941260525,-6.88978269961622,-6.87332715977088,-6.85807217250455,-6.84443515744146,-6.83278109223686,-6.82341372654316,-6.81656853880087,-6.81240744996305,-6.81101529329812,-6.81239803803878,-6.81648277186146,-6.82311945751125,-6.83208448677942,-6.84308605517932,-6.85577136830187,-6.86973566214242,-6.88453297220948,-6.89968851934747,-6.91471249568279,-6.92911493647069,-6.94242126035566,-6.95418796184931,-6.96401785780093,-6.97157423699477,-6.97659325020962,-6.97889391525423,-6.9783852005825,-6.97506978857697,-6.96904429528753,-6.96049592150256,-6.94969571120214,-6.93698877781286,-6.92278200883232,-6.90752986293134,-6.89171892474683,-6.8758518822898,-6.86043154722495,-6.84594546047422,-6.83285152797808,-6.82156502731595,-6.81244722681816,-6.80579577352401,-6.80183694021301,-6.80071977674119,-6.8025121860137,-6.80719893661992,-6.81468162714163,-6.82478062494842,-6.83723900792423,-6.85172853412605,-6.86785764569504,-6.88518147466712,-6.90321375703866,-6.92144047772139,-6.93933496645929,-6.95637405065091,-6.97205475611521,-6.98591094466874,-6.99752920270537,-7.00656326170381,-7.0127462504042,-7.01590015444206
-178,-7.53362877518535,-7.53245797778293,-7.5186241098359,-7.49274413184149,-7.4558666734732,-7.40940622530575,-7.35506219977558,-7.29473106827434,-7.2304191624578,-7.1641621614158,-7.097955250788,-7.03369588625115,-6.97313934767165,-6.91786599998087,-6.86925841337176,-6.82848617751863,-6.79649626692284,-6.77400706512607,-6.76150453800317,-6.75923948937407,-6.76722529019657,-6.78523592142144,-6.81280460075878,-6.84922367307395,-6.89354683073119,-6.94459508417674,-7.00096820004048,-7.06106351947988,-7.12310409641326,-7.18517786839364,-7.24528900244318,-7.30142157623105,-7.35161435263582,-7.39404367400661,-7.42710966084531,-7.44951929134866,-7.46035897411413,-7.45914927690673,-7.44587573690314,-7.42099206954745,-7.38539522715862,-7.34037502936686,-7.28754384436055,-7.22875353853023,-7.16600740838013,-7.10137414622566,-7.03690938761754,-6.97458846560308,-6.91625205470556,-6.86356471992854,-6.81798515268021,-6.78074611606382,-6.75284179392899,-6.73502025705644,-6.72777903182851,-6.73136219774802,-6.74575798470281,-6.77069644215234,-6.80564737770148,-6.84981938585258,-6.90216138140979,-6.96136857795744,-7.0258952538616,-7.09397684747964,-7.16366382004866,-7.23286921131746,-7.29943080077242,-7.36118724867889,-7.41606560877021,-7.46217541038146,-7.49790248730872,-7.52199436600323,-7.53362877518535
-177,-8.37749299858703,-8.37230536596317,-8.3366918656969,-8.27276829654746,-8.18388301365564,-8.07428839495298,-7.94878029618409,-7.81235879420913,-7.6699467319883,-7.52618277604115,-7.38528897642115,-7.25100202611213,-7.1265525564284,-7.01467634780269,-6.91764341728534,-6.83729404796143,-6.77507398342733,-6.7320637350059,-6.70899907678452,-6.70628135076782,-6.72397727333941,-6.76180866072025,-6.81913302400907,-6.89491647937954,-6.98770103649541,-7.09556922685554,-7.21611035212849,-7.3463944496527,-7.48296233785114,-7.62184253401889,-7.75860778896937,-7.88848437368346,-8.0065246291691,-8.10784621677038,-8.1879293645507,-8.2429474517972,-8.27009036280488,-8.2678301342084,-8.23608033303619,-8.17621668034773,-8.09095321640421,-7.98409726827432,-7.86022798916199,-7.7243512204689,-7.58157775280059,-7.43685743467545,-7.29478434547111,-7.15947346324961,-7.03449937402057,-6.92288272274891,-6.82710912405755,-6.74916661642219,-6.69059018025859,-6.65250450668196,-6.63565866212708,-6.64044839037293,-6.66692353891518,-6.71477958407945,-6.78333358827948,-6.87148630066566,-6.97767366670557,-7.09981289857882,-7.23525059585204,-7.38072320440861,-7.53234313835039,-7.68562654689199,-7.83557982891984,-7.97685989270512,-8.10401597086438,-8.21180740310023,-8.29557312086665,-8.35160871574555,-8.37749299858703
-176,-9.52593366678086,-9.51120784873997,-9.43722893010359,-9.31004258078199,-9.1385102132441,-8.93303679068572,-8.70437844234401,-8.46273704432679,-8.21720626806441,-7.97552916098284,-7.74408026049691,-7.52798201047385,-7.33128366685906,-7.15715421390894,-7.00806071927314,-6.88591769862227,-6.79220201385076,-6.72803300986186,-6.69422029805111,-6.69128272120867,-6.719442138659,-6.77859509677245,-6.86826446156835,-6.98753195517507,-7.13495158281233,-7.30844358770579,-7.50516940323451,-7.72139086671895,-7.95232272481873,-8.19199728057244,-8.43317451606273,-8.66734905370721,-8.88492199953466,-9.07561032170824,-9.22914289743223,-9.33622643835051,-9.38965921843198,-9.38536192810758,-9.32304748968047,-9.20631863552745,-9.04215377069813,-8.83993541283098,-8.61029187496321,-8.36401839335574,-8.1112506687345,-7.86094846578406,-7.62066045098205,-7.39649976941742,-7.19325378302687,-7.01456412025948,-6.86313127098787,-6.74091416005419,-6.64930703069886,-6.58928371854685,-6.56150406218133,-6.56637988305096,-6.60409950107075,-6.67461064743214,-6.77756219087837,-6.91220552710011,-7.0772570806967,-7.2707246375581,-7.48970301135955,-7.73015012310883,-7.98666453390892,-8.25230120852926,-8.51848361997643,-8.77509296388477,-9.01082774197856,-9.21390954902495,-9.37314217083853,-9.47920685040704,-9.52593366678086
-175,-10.9211333627236,-10.8872733786869,-10.7511701232193,-10.5281237093342,-10.2386488985964,-9.9045097271638,-9.54578076457439,-9.17930742029628,-8.81831025440665,-8.47267583743028,-8.14954502819498,-7.85395628873661,-7.58942508511604,-7.35841633041932,-7.1627047004552,-7.00363306725277,-6.88228394755389,-6.79957932585212,-6.75632334712885,-6.75320096841072,-6.7907436231341,-6.86927005924371,-6.98880673397029,-7.1489877256285,-7.34892947762693,-7.58707132736579,-7.86096930749649,-8.16702914582834,-8.500166780551,-8.85339516590086,-9.21736190741565,-9.57991338901527,-9.92584532432946,-10.2371072953534,-10.4938052334484,-10.6762724101053,-10.7681230362598,-10.7595869170669,-10.6499082542593,-10.4477129806005,-10.1691368485928,-9.83455809848389,-9.46521720486972,-9.08067380039332,-8.69740592683027,-8.32837615193108,-7.98321561640277,-7.66871162865211,-7.3893898820628,-7.14807887332583,-6.94640754880226,-6.78522095957442,-6.6649132541355,-6.58568179557769,-6.54770643205912,-6.55125709725205,-6.59673223545772,-6.68463018005434,-6.8154551358574,-6.98955823505926,-7.20691182654296,-7.46681175338931,-7.76749873625717,-8.10568842824988,-8.47600508979608,-8.87033500148723,-9.2771663126079,-9.68107681661602,-10.0626704723942,-10.3993977383734,-10.6676831813613,-10.8464218663206,-10.9211333627236
-174,-12.4394922984431,-12.3730794653817,-12.1473607593017,-11.7961772836937,-11.3603943639805,-10.8783342530256,-10.3808294096221,-9.89026040033026,-9.42170223318542,-8.98470615370697,-8.58497866699972,-8.22571848642359,-7.90860209605277,-7.63448020242484,-7.40385156754755,-7.21716584162009,-7.07499283681708,-6.97808754282264,-6.92737708481478,-6.92389463488489,-6.96868301153599,-7.06268563719569,-7.20663454741243,-7.40093530041823,-7.64553834518732,-7.93977669435022,-8.28214078447049,-8.66995262358417,-9.09889245560668,-9.56232484647392,-10.0503781341775,-10.5487793805176,-11.0375900665317,-11.4902956162587,-11.8741801283009,-12.1533001705593,-12.2949239957973,-12.2782820235992,-12.1017052264317,-11.7837420196698,-11.3574073779853,-10.8611709785412,-10.3312436882377,-9.79733892566038,-9.28155634529226,-8.79906843068697,-8.35948378566241,-7.96826141546928,-7.62793125713519,-7.33907419252285,-7.10108984729026,-6.91279494779844,-6.77288642825687,-6.68028997689015,-6.63440379738072,-6.63524140092532,-6.68347596005431,-6.7803903713649,-6.92773918744601,-7.12752849236859,-7.38171568432216,-7.69182185178941,-8.05843459066623,-8.4805593092542,-8.95475553321843,-9.47398217170816,-10.0261009432732,-10.5921135915639,-11.144541361808,-11.6469771078278,-12.056553466004,-12.3309755164504,-12.4394922984431
-173,-13.8837128904128,-13.7738636039101,-13.4423166358219,-12.9513637514337,-12.3685215827536,-11.7495298695275,-11.1334005440036,-10.5444878235387,-9.99656367774207,-9.49650711823285,-9.04701259984209,-8.64842771641284,-8.29997311856296,-8.00055055353825,-7.74926669561187,-7.54574132315067,-7.3902377389269,-7.28364619425965,-7.22735725330825,-7.22307029619101,-7.27258401512511,-7.37760707153085,-7.53960949827781,-7.7597136895721,-8.03860319269478,-8.37641144413124,-8.77254134049576,-9.22535686853878,-9.73167398058018,-10.285953476455,-10.8790649644606,-11.4964741699635,-12.1157951393202,-12.704050665356,-13.2160001876102,-13.5964975947293,-13.7905101318791,-13.7607137957375,-13.5039711144659,-13.0540479069519,-12.467989000814,-11.8069839122476,-11.1230805913024,-10.4544860155852,-9.82638212563922,-9.25375005861841,-8.74427301576791,-8.30067388710476,-7.92244649216346,-7.60712118309129,-7.35121353770959,-7.15096229718333,-7.00291586312166,-6.90438977764896,-6.85379457395248,-6.85082475579353,-6.89650337286792,-6.99308773495773,-7.14385344008451,-7.35277973438765,-7.62415537532856,-7.96210940813354,-8.37004542968464,-8.84991975860839,-9.40125043794897,-10.0196743971044,-10.6948019861491,-11.4071319418869,-12.1241209384602,-12.7966250679781,-13.3592407075748,-13.7402480950032,-13.8837128904128
-172,-15.0585987797934,-14.9102736596366,-14.4876849297446,-13.882961919615,-13.1882974631791,-12.4727146370276,-11.7794843658166,-11.1322961939094,-10.5421827752588,-10.012673265656,-9.54314788307635,-9.13095412568045,-8.77277559357237,-8.46555310655581,-8.20709876926901,-7.99644657829979,-7.83394685064412,-7.7211233308508,-7.66034855362781,-7.65442759862404,-7.70619149277814,-7.81818227861467,-7.99246978851367,-8.23059072436885,-8.53355848624957,-8.9018662875111,-9.33539772773136,-9.83316171146547,-10.3927690419852,-11.0095483247337,-11.6751432889524,-12.3753480833347,-13.0869028970732,-13.7732692197932,-14.3806575505428,-14.8384274286507,-15.0708994945952,-15.0237160792603,-14.6917658008949,-14.1244392353752,-13.402461058864,-12.6074859550595,-11.8041496074148,-11.0362868147844,-10.3302829657793,-9.69994326098862,-9.15060096686168,-8.68207407802906,-8.29070815830504,-7.97082409477651,-7.71581403604072,-7.51903435199495,-7.37456388197688,-7.27783423846587,-7.22610037621284,-7.21870889015063,-7.25713814742886,-7.34481805596821,-7.48677060987124,-7.68912958784949,-7.95859232298964,-8.30183118200527,-8.72485330718686,-9.23224569053229,-9.82617097553688,-10.5048715802516,-11.2602847867378,-12.074214291495,-12.9126023671159,-13.7186062040457,-14.4088718721215,-14.8834032349967,-15.0585987797934
-171,-15.8850850230364,-15.7257534698191,-15.2565908934456,-14.5892039294088,-13.8333213146397,-13.0677998676676,-12.3392395171762,-11.6709029676162,-11.0716084807713,-10.5419451821606,-10.0781585318289,-9.67456756986435,-9.32517171838476,-9.02480958661089,-8.76999452514811,-8.55940468092054,-8.39396251498208,-8.27649183336133,-8.21104605471355,-8.20209447525298,-8.25378178863591,-8.3694285646105,-8.55134304011845,-8.80090780207486,-9.11882167088207,-9.50533479091298,-9.9603162149019,-10.4830271212223,-11.0715152082957,-11.7215634948698,-12.4250868600593,-13.1677599209753,-13.9255421398484,-14.6599209185826,-15.3128770119123,-15.8059028767476,-16.0519045069464,-15.9860061021076,-15.6010468836856,-14.9556572750663,-14.1454619346815,-13.2653040418666,-12.3881853078898,-11.5619564247294,-10.8141121051888,-10.1578109644642,-9.59667765299908,-9.12814977754133,-8.74575504164462,-8.44073119645365,-8.20329057505289,-8.0237138176401,-7.89335092803761,-7.80551239892208,-7.75616361140029,-7.74431610848947,-7.7720499966947,-7.84418194025359,-7.96766910644806,-8.1508727598607,-8.40278690235693,-8.73228568210564,-9.14738259255543,-9.65443480050892,-10.2571558858172,-10.9551908430151,-11.7418232474944,-12.6001255624129,-13.4967230680278,-14.373163968937,-15.138788563019,-15.6775528039638,-15.8850850230364
