"Theta [deg]","dB(GainTotal) [] - Freq='0.1375GHz' Phi='0deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='5deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='10deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='15deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='20deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='25deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='30deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='35deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='40deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='45deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='50deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='55deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='60deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='65deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='70deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='75deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='80deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='85deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='90deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='95deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='100deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='105deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='110deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='115deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='120deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='125deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='130deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='135deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='140deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='145deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='150deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='155deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='160deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='165deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='170deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='175deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='180deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='185deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='190deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='195deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='200deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='205deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='210deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='215deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='220deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='225deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='230deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='235deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='240deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='245deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='250deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='255deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='260deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='265deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='270deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='275deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='280deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='285deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='290deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='295deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='300deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='305deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='310deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='315deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='320deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='325deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='330deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='335deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='340deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='345deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='350deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='355deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='360deg'"
-180,-4.58413573836416,-4.58413573836415,-4.58413573836417,-4.58413573836416,-4.58413573836415,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836417,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836417,-4.58413573836417,-4.58413573836417,-4.58413573836417,-4.58413573836417,-4.58413573836417,-4.58413573836417,-4.58413573836416,-4.58413573836415,-4.58413573836415,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836415,-4.58413573836417,-4.58413573836416,-4.58413573836415,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836417,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836417,-4.58413573836416,-4.58413573836417,-4.58413573836416,-4.58413573836417,-4.58413573836417,-4.58413573836416,-4.58413573836417,-4.58413573836416,-4.58413573836417,-4.58413573836417,-4.58413573836417,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836415,-4.58413573836415,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416,-4.58413573836416
-179,-4.73607126854686,-4.73101340790162,-4.72377594666428,-4.71450778938025,-4.70342944051078,-4.69082546012881,-4.67703476964847,-4.66243928957057,-4.6474514370136,-4.63250101664343,-4.61802200922921,-4.60443970544495,-4.59215855849906,-4.58155104774096,-4.57294776559416,-4.56662886912161,-4.56281698003724,-4.56167157540723,-4.56328488579744,-4.56767930651445,-4.57480632771314,-4.58454699633594,-4.59671393231068,-4.61105492810428,-4.62725815964641,-4.64495902333563,-4.66374858478394,-4.68318357804286,-4.7027978291222,-4.7221148969077,-4.74066163306104,-4.75798226781642,-4.77365254074209,-4.78729332586639,-4.79858316039982,-4.80726908517897,-4.81317524890447,-4.81620881818607,-4.81636286645947,-4.81371607648116,-4.80842926844494,-4.80073894163346,-4.79094817507882,-4.77941535793354,-4.76654130386017,-4.75275534215989,-4.73850097363662,-4.72422163803915,-4.7103470721033,-4.69728065375705,-4.68538803959279,-4.67498731824165,-4.66634082837436,-4.65964873056694,-4.65504437846734,-4.65259150559398,-4.65228322694321,-4.65404284540564,-4.65772644711024,-4.66312726232436,-4.66998175478268,-4.67797737835685,-4.68676190305636,-4.6959541613709,-4.70515600190343,-4.71396516344813,-4.72198870491578,-4.72885655273939,-4.73423466701091,-4.73783729037709,-4.73943773835242,-4.73887722226037,-4.73607126854686
-178,-5.27117421351181,-5.25857080362123,-5.23611283436469,-5.20448373623573,-5.16470561648765,-5.11808403362952,-5.06614164044195,-5.01054673596576,-4.95304236711503,-4.8953805557435,-4.83926480184806,-4.78630252758253,-4.73796780975548,-4.69557373432279,-4.66025303880231,-4.63294536583171,-4.61438937562372,-4.60511808825065,-4.60545608544937,-4.61551754640088,-4.63520448808711,-4.66420500612071,-4.70199175186491,-4.74782132391446,-4.80073568075883,-4.85956707164199,-4.92294829492636,-4.98933027076456,-5.05700888379185,-5.12416272874054,-5.18890270219215,-5.24933328807507,-5.30362391550078,-5.35008706188963,-5.38725808643174,-5.41397045649463,-5.42941944209934,-5.43320778297283,-5.42536836056039,-5.4063613479062,-5.37704622928082,-5.33863190775455,-5.292610310378,-5.24068009781534,-5.18466719375551,-5.12644802676177,-5.06787994498296,-5.01074159153353,-4.95668443345447,-4.90719533192183,-4.8635691221275,-4.82688964102165,-4.79801744485663,-4.77758251690481,-4.76598049963929,-4.76337132929131,-4.76967955581676,-4.78459606524188,-4.8075813616826,-4.83787099419844,-4.87448410708148,-4.91623642016972,-4.96175916410116,-5.00952554586942,-5.05788613495296,-5.10511407476459,-5.14946019695801,-5.18921695740638,-5.22278871203712,-5.24876439351248,-5.26598740721036,-5.27361684765642,-5.27117421351181
-177,-6.19774644840462,-6.17384717373806,-6.12510232389405,-6.05362759094504,-5.96251703815854,-5.85558033539873,-5.73705468738972,-5.61133065019372,-5.48271996438333,-5.35527980868629,-5.23269563631148,-5.11821622372862,-5.01463009900422,-4.92427132272821,-4.84904347090825,-4.79045253185797,-4.74964152328526,-4.72742154773352,-4.72429557969614,-4.74047252114664,-4.77587005771064,-4.83010570623011,-4.90247627923117,-4.991926912059,-5.09701191214024,-5.21585110335215,-5.34608714005213,-5.48485147825789,-5.62874918695368,-5.77387515562255,-5.91587569828867,-6.05006882142147,-6.17163201243298,-6.27585713001175,-6.35845791217739,-6.41589909375362,-6.44570201359422,-6.44667605910714,-6.41903295007935,-6.36436164356702,-6.28546970336159,-6.18612296252795,-6.07073089375932,-5.94402686588553,-5.81078265705513,-5.67558089614611,-5.54265337275679,-5.41578120098766,-5.29824589200797,-5.19281787556328,-5.1017694852425,-5.02690144345636,-4.96957438074032,-4.93073927933397,-4.91096268282391,-4.91044403273686,-4.92902367019577,-4.9661810137446,-5.02102333856592,-5.0922665743719,-5.17821073056775,-5.27671404245164,-5.38517175043192,-5.50050750296649,-5.61918744332697,-5.73726853750518,-5.8504927180544,-5.95443579322219,-6.04471372814132,-6.11723850782358,-6.16850253300484,-6.19585757586966,-6.19774644840462
-176,-7.5207788608516,-7.47934286335205,-7.38701233936177,-7.24957951990054,-7.07518377889561,-6.87326526818259,-6.65356818344708,-6.42536151086064,-6.19693931331993,-5.97537970956004,-5.76649957210138,-5.57493415334174,-5.4042821766958,-5.25727435079349,-5.13593927145036,-5.04175243744764,-4.97576148379978,-4.93868470007675,-4.93098163556301,-4.95289510556241,-5.00446391579909,-5.08550553327751,-5.19556794050562,-5.33385007770739,-5.49909067910388,-5.68942619380692,-5.90222043531863,-6.13387266440566,-6.37961844339676,-6.63335034114963,-6.88750402009745,-7.1330770903077,-7.35986533017299,-7.55699768116327,-7.71380731342648,-7.82097882409979,-7.87177910324607,-7.86307232464689,-7.79581780292042,-7.67488947836846,-7.50828123212822,-7.30595236291951,-7.07862895708016,-6.83680761055473,-6.59007740610474,-6.34675904147858,-6.11379317208049,-5.89679161247314,-5.70017592947509,-5.52734947986726,-5.38086973155548,-5.26260322904098,-5.17385535599291,-5.11547232493436,-5.08791512590107,-5.09130578685488,-5.12544614524385,-5.18980895981396,-5.28350091614064,-5.40519709089749,-5.55304695138667,-5.72455335359944,-5.91642892170249,-6.12443962162948,-6.34325441193877,-6.56633327793601,-6.78590280535031,-6.99308426476455,-7.17824411347356,-7.33161613583275,-7.44418488088581,-7.5087236753057,-7.5207788608516
-175,-9.21241585563484,-9.14286504289537,-8.97929742428752,-8.73676498965663,-8.435099834739,-8.09527952147955,-7.73668262011082,-7.37560534368027,-7.02483931719164,-6.69390575327339,-6.38958640364407,-6.11651990149516,-5.87774746261673,-5.67516658971771,-5.50989022925859,-5.38252433732776,-5.29337957580786,-5.24262970426652,-5.23042414186756,-5.25695738368112,-5.32249459337369,-5.42735103268138,-5.57182257284877,-5.75606438043857,-5.97991381949807,-6.24265081150149,-6.54268437081184,-6.87714940184875,-7.24139733586547,-7.62837615755226,-8.02793383910354,-8.42616280589294,-8.80504443771245,-9.14282681834307,-9.41566041302602,-9.60079855168981,-9.68095413591542,-9.64841194578891,-9.5070396723787,-9.27115279319761,-8.9618510161009,-8.60259190539867,-8.2156205220644,-7.81993225518543,-7.43060720928566,-7.05901011716077,-6.71338206100355,-6.39951805884563,-6.12138022119803,-5.88159585125326,-5.68184010132369,-5.52312190069201,-5.4059948171449,-5.33071051318562,-5.29732641994113,-5.30577355558526,-5.35588603890179,-5.4473909439596,-5.57985531986806,-5.75258575183264,-5.96447401877746,-6.21377981562314,-6.49783865878604,-6.81268213780575,-7.15256345358072,-7.50940234221609,-7.87221258069702,-8.22666450797701,-8.55506115254805,-8.83712005807498,-9.05192643651934,-9.18108510204302,-9.21241585563484
-174,-11.1297946665582,-11.0163693628783,-10.7439928135374,-10.3489285548098,-9.87448665703404,-9.36083331064207,-8.83985437308363,-8.33431568281883,-7.85922886178034,-7.42381739336045,-7.03330180180532,-6.69026964439672,-6.39564492229054,-6.14934927099726,-5.95075189680276,-5.79898577622797,-5.69318331525593,-5.63266168927662,-5.61706870703068,-5.64648593401644,-5.72147838811451,-5.84307963000127,-6.01270575312117,-6.23199789300173,-6.50259569276194,-6.82583934455827,-7.20238248996874,-7.63167149298711,-8.11121028531624,-8.6354922089329,-9.19446540974504,-9.77146899145017,-10.3408647192103,-10.8662818695008,-11.3015082528558,-11.5967875029617,-11.7115002443195,-11.6286600061453,-11.3618876726982,-10.949401702831,-10.4398179691333,-9.87916085035651,-9.30412631942777,-8.74090922768341,-8.20685422367405,-7.71281703361803,-7.26524887122286,-6.86774071552848,-6.52207326075341,-6.22890165609867,-5.98819839827546,-5.79954751235637,-5.66235190944792,-5.5759898357305,-5.5399365258864,-5.55385341825064,-5.61763935321743,-5.73143539910593,-5.895575748702,-6.11047889064551,-6.37647271346478,-6.69354112250312,-7.06096576447957,-7.47681399912855,-7.93719647242416,-8.43519604477446,-8.95938478807641,-9.49196440115461,-10.0069037458096,-10.4691136082377,-10.8365277701265,-11.0670197213742,-11.1297946665582
-173,-12.8604540009416,-12.6915249606927,-12.2912888769396,-11.730466886611,-11.0841058043049,-10.4123410875236,-9.75577445262598,-9.13872366441723,-8.57427253215271,-8.06850013266192,-7.62338344771594,-7.238610051912,-6.91265270361546,-6.643391065253,-6.42848073844593,-6.26560320853659,-6.15267928037769,-6.08808489077631,-6.07086912607316,-6.10094393617465,-6.17920050849228,-6.30751280580551,-6.48861123034572,-6.72583791615427,-7.0228156180283,-7.38306292518988,-7.80956356224518,-8.30424506537549,-8.86724077915521,-9.49569658478026,-10.1817466375823,-10.9091785081178,-11.6484664460348,-12.350894974923,-12.9454317484443,-13.3464564925401,-13.4798064771788,-13.318190548997,-12.8966424662825,-12.2919863793951,-11.5873819671883,-10.849355852949,-10.1225259270331,-9.43361055589569,-8.79729864043852,-8.2209680547965,-7.70779499592779,-7.25861542192641,-6.87298075742282,-6.549740565861,-6.28737039857458,-6.08418031383525,-5.93848290227478,-5.84875836298132,-5.81382247762152,-5.83298073891762,-5.90614043535104,-6.03385336645269,-6.21727294465976,-6.45802473179787,-6.75800051799667,-7.11908441097853,-7.54279839412374,-8.02980983536867,-8.57917139426019,-9.18706498621843,-9.84471260103174,-10.5350754417092,-11.2282375210811,-11.876533966567,-12.4132263092546,-12.7617940820998,-12.8604540009416
-172,-13.756377703822,-13.550467335064,-13.0836598220342,-12.4479290713717,-11.7333324924693,-11.0062842288245,-10.3079399104921,-9.66072977540685,-9.07531028004296,-8.55558472579081,-8.1018236759895,-7.71245232197792,-7.38500456984066,-7.11659089805225,-6.90411953784817,-6.74444612216648,-6.63457479790657,-6.5719707306898,-6.55496701769628,-6.58317643338445,-6.65777937579918,-6.78157517750478,-6.95875040093188,-7.19440312516478,-7.49392496217941,-7.86235460730106,-8.30377355649282,-8.8207261649117,-9.41352101673514,-10.0791079103982,-10.8090262072212,-11.5857427323922,-12.3768113687289,-13.1275142377759,-13.7564895133277,-14.165106862351,-14.2706160929485,-14.0497216410057,-13.5526987034705,-12.872327504678,-12.100913571137,-11.3074956206532,-10.5358270608379,-9.8108641948909,-9.14571941771765,-8.54663729482154,-8.0160409312782,-7.55425168641343,-7.16040519227004,-6.83291509305081,-6.56971120557972,-6.36840250018584,-6.22646127817899,-6.14147408664417,-6.11145297178077,-6.13515565092349,-6.21233832370007,-6.34386971462871,-6.53166809459056,-6.77847021972854,-7.08748074341589,-7.46196292589857,-7.90480488116517,-8.41802666812101,-9.00208176172944,-9.65465092778365,-10.3684351397504,-11.1272930772296,-11.9002205859353,-12.6339661780618,-13.248973181808,-13.649383897089,-13.756377703822
-171,-13.6037243679874,-13.400391609555,-12.9732474570132,-12.4011744630717,-11.7595182285659,-11.1043376664517,-10.4713688702628,-9.88101064246923,-9.3437449107231,-8.86418797449932,-8.44370854246004,-8.08196916417244,-7.77771910034287,-7.52908884880151,-7.33361241994788,-7.18821151297983,-7.08935969249434,-7.03356086107484,-7.0181218503821,-7.04202310302678,-7.10658046433343,-7.21561834204596,-7.37503955760836,-7.59189189291838,-7.87317973236063,-8.22468950549333,-8.65000692214555,-9.14975580292908,-9.72092111764222,-10.3559458458421,-11.0411374478802,-11.7538952947592,-12.4586802953401,-13.1030702438006,-13.6180983295516,-13.9295651268573,-13.9827184347509,-13.7677672794152,-13.324533843886,-12.7218158687058,-12.0304824775567,-11.3075990933854,-10.5930655520882,-9.91254058655432,-9.28165309982714,-8.70947714321247,-8.20093123511358,-7.75829774360575,-7.38211355700483,-7.07163868310179,-6.8250843245039,-6.63977459553945,-6.51239247446524,-6.43939858749211,-6.41761549887107,-6.44486948318739,-6.5205174849444,-6.64569208638152,-6.82317505453996,-7.05692607163698,-7.3513921047744,-7.7107587229163,-8.13826136323054,-8.6355616121553,-9.20202980400582,-9.83358165274317,-10.5205343901408,-11.2438998130432,-11.9699654536824,-12.6446899988114,-13.1931213753388,-13.5326794392442,-13.6037243679874
