"Theta [deg]","dB(GainTotal) [] - Freq='0.1375GHz' Phi='0deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='5deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='10deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='15deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='20deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='25deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='30deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='35deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='40deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='45deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='50deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='55deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='60deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='65deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='70deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='75deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='80deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='85deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='90deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='95deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='100deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='105deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='110deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='115deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='120deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='125deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='130deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='135deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='140deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='145deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='150deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='155deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='160deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='165deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='170deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='175deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='180deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='185deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='190deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='195deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='200deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='205deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='210deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='215deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='220deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='225deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='230deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='235deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='240deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='245deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='250deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='255deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='260deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='265deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='270deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='275deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='280deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='285deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='290deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='295deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='300deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='305deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='310deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='315deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='320deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='325deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='330deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='335deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='340deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='345deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='350deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='355deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='360deg'"
-180,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811061,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811063,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811063,-4.39746429811063,-4.39746429811062,-4.39746429811061,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811061,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811061,-4.39746429811061,-4.39746429811062,-4.39746429811062,-4.39746429811061,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811063,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811063,-4.39746429811063,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811063,-4.39746429811061,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811062,-4.39746429811061,-4.39746429811062,-4.39746429811062
-179,-4.58775103375093,-4.58432298149754,-4.57849900414793,-4.57043034112227,-4.56034481437785,-4.54853883297975,-4.53536706085269,-4.52123026791236,-4.50656193719413,-4.491814207459,-4.47744369769375,-4.46389769654446,-4.45160111769387,-4.44094453331281,-4.43227351234303,-4.42587941637347,-4.42199174815354,-4.42077210827086,-4.42230979350576,-4.42661906305921,-4.43363810192352,-4.44322971886154,-4.45518382406193,-4.46922173280954,-4.48500233111899,-4.50213011273318,-4.52016505103638,-4.53863420300897,-4.55704485656254,-4.57489893158254,-4.59170823611087,-4.60701007267992,-4.62038259851118,-4.63145928067147,-4.63994176588154,-4.64561051378761,-4.64833262608625,-4.64806643908648,-4.64486262407976,-4.6388617420584,-4.63028840671115,-4.61944240120341,-4.60668725142539,-4.59243686777561,-4.57714092266208,-4.56126963250866,-4.54529856821536,-4.52969403822925,-4.51489948727811,-4.50132324498297,-4.48932785378052,-4.47922111373428,-4.47124890843752,-4.46558982360689,-4.46235153763335,-4.46156894862157,-4.46320400110731,-4.46714718254564,-4.47322066921604,-4.48118310775648,-4.49073601683153,-4.50153177890507,-4.51318316136181,-4.5252742576141,-4.5373726728503,-4.54904269886095,-4.55985913391158,-4.56942131561772,-4.57736685801411,-4.5833845301961,-4.58722569400724,-4.58871374055967,-4.58775103375093
-178,-5.22119466708507,-5.21026337886135,-5.18862728739651,-5.15701188419117,-5.11651368957267,-5.06853911163181,-5.01473054111652,-4.95688690310307,-4.89688535114292,-4.83660940466021,-4.77788700822439,-4.72244013310711,-4.67184594721332,-4.62750841336937,-4.59063847836155,-4.56224073921598,-4.54310452708908,-4.53379763028141,-4.53466129524122,-4.54580562874971,-4.56710503010214,-4.59819378336304,-4.63846242462933,-4.68705596132603,-4.74287545041517,-4.8045848182502,-4.87062508398019,-4.93923826151094,-5.00850306657032,-5.07638403572329,-5.14079467690394,-5.19967377708491,-5.25107206319452,-5.29324427233984,-5.32473972273254,-5.34448317825986,-5.3518376369257,-5.34664192690629,-5.32921861062488,-5.30035124451469,-5.2612338036048,-5.21339826866564,-5.15862837593663,-5.09886807707055,-5.03613246112374,-4.97242714551579,-4.90967996054648,-4.84968660256337,-4.7940701431021,-4.74425301430574,-4.70143935964948,-4.6666053657253,-4.64049525740883,-4.6236209258106,-4.61626356808088,-4.61847618210917,-4.63008623743302,-4.65069831789555,-4.67969699624032,-4.71625065384173,-4.75931739242334,-4.80765457719504,-4.85983385989663,-4.91426368922363,-4.96922123714903,-5.02289525592784,-5.07344055115554,-5.11904348300178,-5.15799625760295,-5.18877593844603,-5.21012241842665,-5.2211084545544,-5.22119466708507
-177,-6.30755019838001,-6.28326032037964,-6.23161563225402,-6.15497178259738,-6.05680460239234,-5.94139115307521,-5.81346210528601,-5.67787727123784,-5.53935992809493,-5.40230609123719,-5.27066821683543,-5.1479019146271,-5.03695928786027,-4.94031204520967,-4.85998970107684,-4.79762145010961,-4.7544736585068,-4.73147783528342,-4.72924624591467,-4.74807401794572,-4.78792776789137,-4.8484215981547,-4.92878194207159,-5.02780336723263,-5.14379830013756,-5.27454494499129,-5.41723965391159,-5.56846277991797,-5.72417046789869,-5.87972830108355,-6.03000491728209,-6.16954257837986,-6.29281476511102,-6.39456640495092,-6.47021096882168,-6.51623507519549,-6.53054409677473,-6.51268117638401,-6.46387203879175,-6.38688490635757,-6.28573592528517,-6.16530072697159,-6.03090273332375,-5.88793889876306,-5.74158163961625,-5.59657160454223,-5.45709685365626,-5.32674274985035,-5.20849278497455,-5.10476140149532,-5.017443223446,-4.94796717920666,-4.89734773387359,-4.86622840186361,-4.8549148107518,-4.86339596066238,-4.89135317451661,-4.93815678686279,-5.00285109210658,-5.08412867623168,-5.18029618834244,-5.28923504834101,-5.40836266241862,-5.5346024377621,-5.66437402762823,-5.79361818680572,-5.91787223930704,-6.03241079557333,-6.13246016091139,-6.21348266398198,-6.27150964555531,-6.30348285774246,-6.30755019838001
-176,-7.84132646376546,-7.79409209114351,-7.68947156018066,-7.5343994445115,-7.33862572003526,-7.11331332177411,-6.86974379481283,-6.61836440819544,-6.36824191001865,-6.12686762887736,-5.90020735644863,-5.69288945407129,-5.5084487165426,-5.349571997302,-5.21831510392178,-5.11627673015228,-5.04472517700832,-5.00467915706234,-4.99694668019859,-5.02212698501265,-5.08058034978492,-5.17236972628287,-5.29717667679374,-5.4541922463401,-5.64198149795188,-5.85831911948128,-6.09999393092204,-6.36258416801993,-6.64021579907727,-6.92533596553393,-7.20856480283931,-7.47872819086315,-7.72320695021899,-7.92873391651051,-8.08268836665955,-8.17475670346686,-8.19859728452206,-8.15300128780089,-8.04212653041419,-7.87470792546791,-7.66253586047184,-7.41870835655559,-7.15611567552494,-6.88640384302872,-6.61944371804004,-6.363198876503,-6.12384633755199,-5.90602286769479,-5.7131086112865,-5.54749682611309,-5.41082545380971,-5.30416286848665,-5.22814895089912,-5.18309637063732,-5.1690577105431,-5.1858631966845,-5.23313212690082,-5.31025911437466,-5.4163743047469,-5.55027506326787,-5.71032560047249,-5.89432113342188,-6.0993153201015,-6.32141518329729,-6.55555835277375,-6.79530503235792,-7.03270214579781,-7.25830599824987,-7.46147074372256,-7.63100063267283,-7.75619719551302,-7.82819694905631,-7.84132646376546
-175,-9.724070808266,-9.63900649261875,-9.44622963874153,-9.16490346084125,-8.81992493452709,-8.43678975843984,-8.03801595296803,-7.64152385667991,-7.2604957117865,-6.90403182532859,-6.57808088851701,-6.28635144432421,-6.0310804295777,-5.81362809223106,-5.63490980658043,-5.49568875816407,-5.39675485244404,-5.33901257724849,-5.32349730128271,-5.35133659251483,-5.42367046373313,-5.54154143807188,-5.70576129788344,-5.91675568244047,-6.17437977822547,-6.47768786940227,-6.82462674974043,-7.21160975210453,-7.63291987604294,-8.07990018302469,-8.53994344525037,-8.99543330217012,-9.42305816875325,-9.79428816793248,-10.0780284556256,-10.245993474252,-10.279752658247,-10.1764135179803,-9.94965619611652,-9.62542938818925,-9.2348894850187,-8.80805875573847,-8.37008904640684,-7.94008013150894,-7.53149968458552,-7.15327460247985,-6.81097751146909,-6.50784991644798,-6.24559132636,-6.02492882322656,-5.8460094375598,-5.7086600167169,-5.61255256085499,-5.55730434770498,-5.54253399030212,-5.56788735563271,-5.63304087952917,-5.73768400253461,-5.8814770043907,-6.06397520599396,-6.28450507195012,-6.54197197539112,-6.83457350079383,-7.15938766364889,-7.51180670506557,-7.88480399208591,-8.26807212892989,-8.64718056604585,-9.00308995462752,-9.31259392484356,-9.55036849941175,-9.69296728627844,-9.724070808266
-174,-11.5652612340103,-11.4300510847354,-11.1202187319059,-10.6795883363494,-10.1596688208474,-9.60644446053524,-9.05445784179222,-8.52658433521512,-8.03637114731007,-7.59083487769725,-7.1928373008816,-6.84285191156148,-6.5401956498535,-6.28385371971378,-6.07300737574128,-5.90734373886964,-5.78720195057892,-5.71359438314853,-5.68813337770975,-5.71289029125644,-5.79021187344695,-5.92251697368116,-6.11209257817672,-6.36090081433577,-6.67039643542384,-7.04133545936452,-7.47352709320508,-7.96543884237159,-8.51350546125287,-9.11091989304525,-9.74562853180312,-10.3973178363619,-11.0336275999106,-11.6071100262415,-12.056731863023,-12.3191329144007,-12.3502974688915,-12.1462039125278,-11.7453084201752,-11.2104065948591,-10.6054748091592,-9.98159788990834,-9.37364383036622,-8.80277711534519,-8.28046556253017,-7.8119852620404,-7.39894682579807,-7.04095694103176,-6.73665464171879,-6.48433039220948,-6.28227668665741,-6.12896983904844,-6.02314926010746,-5.96383896214201,-5.95034151154537,-5.98222363157928,-6.05930317034491,-6.18163844878734,-6.3495130095148,-6.56340139293193,-6.82389400167567,-7.13154954848772,-7.48662918835047,-7.88864414242814,-8.3356171863919,-8.82292361082705,-9.34156477445605,-9.87580935189281,-10.4004702968769,-10.8788958296289,-11.2640499303827,-11.5058125181546,-11.5652612340103
-173,-12.5726775042304,-12.4087663824866,-12.028649378665,-11.4963874804821,-10.883276660546,-10.2480184508158,-9.63049712332575,-9.05395770082091,-8.52972216907016,-8.06154437382876,-7.64884787269195,-7.28894376675753,-6.97850428694576,-6.71452304208062,-6.49491283840968,-6.31883138018669,-6.18679016021408,-6.10058621711254,-6.06309297425478,-6.07794911461042,-6.14918844061852,-6.28085503864905,-6.47664447797183,-6.73960242613485,-7.07189657413967,-7.474654247514,-7.94782131152128,-8.4899385524588,-9.097637154837,-9.76451570433713,-10.4788927026314,-11.2198413931707,-11.9512956423858,-12.6158035694473,-13.1337845834623,-13.4186432411102,-13.4116406303206,-13.1156135191403,-12.5944061499173,-11.9383101525854,-11.2288416434652,-10.5235363094015,-9.85673359350168,-9.24603344971856,-8.69860096972621,-8.21570190414546,-7.79559030242701,-7.43523910039302,-7.13133276666317,-6.88080232722352,-6.68107663440799,-6.53015852858728,-6.4265986053623,-6.3694196994196,-6.35803223909711,-6.39216841310037,-6.47184932038821,-6.5973846227747,-6.76939108103456,-6.98880695756139,-7.25687366428937,-7.57505078529399,-7.94481883989529,-8.36729706750739,-8.84255294921508,-9.36840320234596,-9.9384174290557,-10.5388054735957,-11.1441129276734,-11.712649699351,-12.1849164106512,-12.4911742497293,-12.5726775042304
-172,-12.3865474686877,-12.2412928814366,-11.8985204944247,-11.4141682248193,-10.8531525009545,-10.270819463953,-9.70577980038444,-9.18076894703332,-8.70652167203989,-8.2858017712039,-7.91664963661226,-7.59478779443501,-7.31535781232445,-7.0741510163328,-6.8684341384121,-6.69742387782111,-6.56244220520853,-6.46678252852509,-6.41532912048643,-6.41399122195983,-6.46902995259422,-6.58636229120734,-6.77091880582732,-7.02611375526802,-7.3534632163751,-7.75236047136853,-8.21998086139069,-8.75122518074949,-9.33850466767884,-9.97102099000255,-10.6330519531137,-11.3007893917791,-11.9378962568573,-12.4918182147726,-12.8961257226674,-13.085653843445,-13.0234092519968,-12.7216159850509,-12.2369337241836,-11.6440936587636,-11.0104093073795,-10.3842290016202,-9.79491656860281,-9.25751372991316,-8.77776480310193,-8.35601498365859,-7.98986419281245,-7.67585532639501,-7.41049038000607,-7.19078942990862,-7.01453487974229,-6.88029892989199,-6.78733224915703,-6.73538489727984,-6.72452442743067,-6.75500196241102,-6.82719235810642,-6.94160392222232,-7.098926073563,-7.30006924661304,-7.54615352290187,-7.83841411610818,-8.17799741034802,-8.5656029952665,-9.00087383927496,-9.48135180527627,-10.0007275510711,-10.5461023541932,-11.0942392059572,-11.6076951548968,-12.0336819156952,-12.3107085582589,-12.3865474686877
-171,-11.669363049532,-11.5547953491703,-11.2848784666624,-10.8985438377466,-10.4446155280372,-9.96816623004584,-9.50316164273674,-9.07102774445888,-8.68242024808169,-8.34001212520064,-8.04124819838261,-7.78073859813388,-7.55224614066832,-7.35027792651318,-7.17127541040132,-7.0143789128193,-6.88174048981572,-6.77837727456069,-6.71159840332662,-6.69009550934218,-6.72283704590866,-6.81792545170998,-6.98155683270803,-7.21718221829636,-7.52493187224426,-7.90134035219219,-8.33938632525114,-8.82880351510614,-9.35649394624333,-9.90668999570571,-10.4603734325629,-10.9936078230227,-11.4752023944977,-11.865654695703,-12.1208924030122,-12.2034881515975,-12.0981699120629,-11.8212452808104,-11.4155369367146,-10.9345399944163,-10.4270450294569,-9.92916648557901,-9.46334285499174,-9.04092096710847,-8.66561687823179,-8.33657377419973,-8.05066444889552,-7.80407900047877,-7.59334022564735,-7.41587741048278,-7.27025395369394,-7.15612383290952,-7.07399498426072,-7.0248939561662,-7.010036086385,-7.03059107656768,-7.08758949466382,-7.18195321447092,-7.31457786358297,-7.48637472382297,-7.69820385000481,-7.95068356272893,-8.24390680389314,-8.57709360454872,-8.94814416028859,-9.35294805650238,-9.78421223046206,-10.2295962374501,-10.6692395449135,-11.0735114034222,-11.4030220836269,-11.6138408958306,-11.669363049532
